A1PP;A1Blok;A1Condition;A1timestamp;A1SnMouseAct;A1SnLeftClicked;A1SnRightClicked;A1SnDoubleClicked;A1SnWheel;A1SnDragged;A1SnMouseDistance;A1SnKeyStrokes;A1SnChars;A1SnSpecialKeys;A1SnDirectionKeys;A1SnErrorKeys;A1SnShortcutKeys;A1SnSpaces;A1SnAppChange;A1SnTabfocusChange;A2Blok;A2SnMouseAct;A2SnLeftClicked;A2SnRightClicked;A2SnDoubleClicked;A2SnWheel;A2SnDragged;A2SnMouseDistance;A2SnKeyStrokes;A2SnChars;A2SnSpecialKeys;A2SnDirectionKeys;A2SnErrorKeys;A2SnShortcutKeys;A2SnSpaces;A2SnAppChange;A2SnTabfocusChange;B1Blok;B1Squality;B1Sneutral;B1Shappy;B1Ssad;B1Sangry;B1Ssurprised;B1Sscared;B1Sdisgusted;B1Svalence;B1SyHeadOrientation;B1SxHeadOrientation;B1SzHeadOrientation;B1SmouthOpen;B1SleftEyeClosed;B1SrightEyeClosed;B1SleftEyebrowLowered;B1SleftEyebrowRaised;B1SrightEyebrowLowered;B1SrightEyebrowRaised;B1SgazeDirectionForward;B1SgazeDirectionLeft;B1SgazeDirectionRight;B1SAu01_InnerBrowRaiser;B1SAu02_OuterBrowRaiser;B1SAu04_BrowLowerer;B1SAu05_UpperLidRaiser;B1SAu06_CheekRaiser;B1SAu07_LidTightener;B1SAu09_NoseWrinkler;B1SAu10_UpperLipRaiser;B1SAu12_LipCornerPuller;B1SAu14_Dimpler;B1SAu15_LipCornerDepressor;B1SAu17_ChinRaiser;B1SAu20_LipStretcher;B1SAu23_LipTightener;B1SAu24_LipPressor;B1SAu25_LipsPart;B1SAu26_JawDrop;B1SAu27_MouthStretch;B1SAu43_EyesClosed;B2C;B2Squality;B2Sneutral;B2Shappy;B2Ssad;B2Sangry;B2Ssurprised;B2Sscared;B2Sdisgusted;B2Svalence;B2SyHeadOrientation;B2SxHeadOrientation;B2SzHeadOrientation;B2SmouthOpen;B2SleftEyeClosed;B2SrightEyeClosed;B2SleftEyebrowLowered;B2SleftEyebrowRaised;B2SrightEyebrowLowered;B2SrightEyebrowRaised;B2SgazeDirectionForward;B2SgazeDirectionLeft;B2SgazeDirectionRight;B2SAu01_InnerBrowRaiser;B2SAu02_OuterBrowRaiser;B2SAu04_BrowLowerer;B2SAu05_UpperLidRaiser;B2SAu06_CheekRaiser;B2SAu07_LidTightener;B2SAu09_NoseWrinkler;B2SAu10_UpperLipRaiser;B2SAu12_LipCornerPuller;B2SAu14_Dimpler;B2SAu15_LipCornerDepressor;B2SAu17_ChinRaiser;B2SAu20_LipStretcher;B2SAu23_LipTightener;B2SAu24_LipPressor;B2SAu25_LipsPart;B2SAu26_JawDrop;B2SAu27_MouthStretch;B2SAu43_EyesClosed;DC;DHR;DRMSSD;DSCL
PP16;1;N;20121015T140100000;2;2;0;0;0;0;1,55E+16;107;63;44;0;25;0;17;0;0;0;2;2;0;0;0;0;1,55E+16;107;63;44;0;25;0;17;0;0;1;0,79322;0,20061;0,01359;0,19441;0,01446;0,00411;0,00037;0,11075;-0,21314;-2,63519;-5,51990;-5,49880;0,04380;0,25547;0,13869;0,29927;0,02920;0,06569;0,10219;0,67153;0,21898;0,04380;0,00000;0,00000;0,72993;0,02190;2,05839;0,50365;0,18978;2,95620;0,00000;0,00000;0,43796;0,16788;0,00000;0,05839;1,21168;0,10219;0,00730;0,00000;0,56204;1;0,79322;0,20061;0,01359;0,19441;0,01446;0,00411;0,00037;0,11075;-0,21314;-2,63519;-5,51990;-5,49879;0,04380;0,25547;0,13869;0,29927;0,02920;0,06569;0,10219;0,67153;0,21898;0,04380;0,00000;0,00000;0,72993;0,02190;2,05839;0,50365;0,18978;2,95620;0,00000;0,00000;0,43796;0,16788;0,00000;0,05839;1,21168;0,10219;0,00730;0,00000;0,56204;1;82;0,059623;82701494
PP19;1;N;20121019T142800000;1;1;0;0;0;0;9,48E+15;197;111;86;0;58;0;22;0;0;0;1;1;0;0;0;0;9,48E+15;197;111;86;0;58;0;22;0;0;1;0,80112;0,29351;0,01072;0,16629;0,00720;0,00446;0,00046;0,10077;-0,16946;-3,92750;-6,24409;0,95585;0,80000;0,00000;0,20000;0,20000;0,30000;0,30000;0,00000;0,70000;0,20000;0,00000;1,20000;0,00000;1,50000;0,00000;0,00000;0,50000;0,30000;1,00000;0,00000;0,00000;0,60000;1,40000;0,00000;0,00000;0,00000;2,40000;0,00000;0,00000;0,30000;1;0,80112;0,29351;0,01072;0,16629;0,00720;0,00446;0,00046;0,10077;-0,16946;-3,92750;-6,24409;0,95585;0,80000;0,00000;0,20000;0,20000;0,30000;0,30000;0,00000;0,70000;0,20000;0,00000;1,20000;0,00000;1,50000;0,00000;0,00000;0,50000;0,30000;1,00000;0,00000;0,00000;0,60000;1,40000;0,00000;0,00000;0,00000;2,40000;0,00000;0,00000;0,30000;1;82;0,065925;147499247
PP16;2;I;20121015T144900000;27;13;2;1;3;4;1,30E+16;7;5;2;0;0;1;0;7;1;0;27;13;2;1;3;4;1,30E+16;7;5;2;0;0;1;0;7;1;2;0,80767;0,50280;0,03176;0,32824;0,01003;0,07496;0,00300;0,00262;-0,29767;-7,62465;-1,22798;-10,99154;0,25926;0,77778;0,92593;0,22222;0,00000;0,18519;0,29630;0,37037;0,03704;0,14815;0,37037;0,18519;1,48148;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,03704;0,00000;0,70370;0,22222;0,00000;0,33333;0,00000;0,00000;3,70370;2;0,80767;0,50280;0,03176;0,32824;0,01003;0,07496;0,00300;0,00262;-0,29766;-7,62465;-1,22798;-10,99154;0,25926;0,77778;0,92593;0,22222;0,00000;0,18519;0,29630;0,37037;0,03704;0,14815;0,37037;0,18519;1,48148;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,03704;0,00000;0,70370;0,22222;0,00000;0,33333;0,00000;0,00000;3,70370;2;82;0,074012;108340616
PP16;3;T;20121015T155300000;20;9;1;1;2;3;9,41E+15;24;20;4;0;0;0;3;6;0;0;20;9;1;1;2;3;9,41E+15;24;20;4;0;0;0;3;6;0;3;0,81087;0,73579;0,01454;0,03909;0,01337;0,02396;0,00072;0,00509;-0,02784;-9,74386;-5,38343;-15,82326;0,13333;0,30000;0,60000;0,65000;0,00000;0,26667;0,31667;0,66667;0,18333;0,01667;0,25000;0,05000;0,78333;0,00000;0,41667;0,45000;0,25000;0,68333;0,00000;0,05000;0,70000;0,25000;0,70000;0,21667;0,03333;0,25000;0,08333;0,00000;2,03333;3;0,81087;0,73579;0,01454;0,03909;0,01337;0,02396;0,00072;0,00509;-0,02784;-9,74386;-5,38343;-15,82326;0,13333;0,30000;0,60000;0,65000;0,00000;0,26667;0,31667;0,66667;0,18333;0,01667;0,25000;0,05000;0,78333;0,00000;0,41667;0,45000;0,25000;0,68333;0,00000;0,05000;0,70000;0,25000;0,70000;0,21667;0,03333;0,25000;0,08333;0,00000;2,03333;3;82;0,060926;178541182
PP16;1;N;20121015T134800000;12;5;0;0;1;3;1,08E+16;52;36;16;0;11;0;5;1;0;0;12;5;0;0;1;3;1,08E+16;52;36;16;0;11;0;5;1;0;1;0,81265;0,35424;0,00825;0,21432;0,03481;0,00398;0,00103;0,06983;-0,23013;-4,96770;-5,73707;-3,96447;0,07653;0,29082;0,12245;0,52551;0,09694;0,26020;0,03061;0,64796;0,22959;0,03571;0,02041;0,41837;1,05102;0,00510;1,63776;0,66837;0,22959;1,81633;0,00000;0,00000;0,23469;1,01531;0,01020;0,04082;0,86225;0,14286;0,00000;0,00000;0,42857;1;0,81265;0,35424;0,00825;0,21432;0,03481;0,00398;0,00103;0,06983;-0,23013;-4,96770;-5,73707;-3,96447;0,07653;0,29082;0,12245;0,52551;0,09694;0,26020;0,03061;0,64796;0,22959;0,03571;0,02041;0,41837;1,05102;0,00510;1,63776;0,66837;0,22959;1,81633;0,00000;0,00000;0,23469;1,01531;0,01020;0,04082;0,86224;0,14286;0,00000;0,00000;0,42857;1;82;0,059212;77088599
PP16;3;T;20121015T161200000;16;8;2;0;0;3;1,10E+16;6;0;6;0;1;2;0;4;2;0;16;8;2;0;0;3;1,10E+16;6;0;6;0;1;2;0;4;2;3;0,81508;0,59083;0,01355;0,08101;0,01638;0,00784;0,00040;0,05004;-0,08739;-6,66203;-5,01252;-13,39123;0,21302;0,05325;0,04734;0,38462;0,13610;0,14201;0,35503;0,92308;0,01183;0,02367;0,05917;0,00000;0,67456;0,10059;0,44970;0,05917;0,63314;1,43787;0,00000;0,00000;0,27811;0,33136;0,05917;0,17160;0,05917;0,46154;0,02959;0,50888;0,15385;3;0,81508;0,59083;0,01355;0,08101;0,01638;0,00784;0,00040;0,05004;-0,08738;-6,66203;-5,01252;-13,39123;0,21302;0,05325;0,04734;0,38462;0,13609;0,14201;0,35503;0,92308;0,01183;0,02367;0,05917;0,00000;0,67456;0,10059;0,44970;0,05917;0,63314;1,43787;0,00000;0,00000;0,27811;0,33136;0,05917;0,17160;0,05917;0,46154;0,02959;0,50888;0,15385;3;82;0,074241;179787389
PP16;2;I;20121015T151800000;0;0;0;0;0;0;0;54;41;13;0;2;0;10;2;2;0;0;0;0;0;0;0;0;54;41;13;0;2;0;10;2;2;2;0,81745;0,56698;0,01377;0,13410;0,01695;0,00542;0,00051;0,07455;-0,13882;-5,12931;-4,70014;-7,30076;0,19481;0,23377;0,31818;0,55844;0,03896;0,06494;0,25325;0,73377;0,12338;0,05195;0,00000;0,01948;0,17533;0,12987;1,47403;0,64935;0,16883;1,52597;0,00000;0,01948;0,42857;0,16883;0,05844;0,04546;0,32468;0,34416;0,01948;0,00000;0,89610;2;0,81745;0,56698;0,01377;0,13410;0,01695;0,00542;0,00051;0,07455;-0,13882;-5,12931;-4,70014;-7,30076;0,19481;0,23377;0,31818;0,55844;0,03896;0,06494;0,25325;0,73377;0,12338;0,05195;0,00000;0,01948;0,17532;0,12987;1,47403;0,64935;0,16883;1,52597;0,00000;0,01948;0,42857;0,16883;0,05844;0,04545;0,32468;0,34416;0,01948;0,00000;0,89610;2;82;0,069213;134453775
PP16;1;N;20121015T141400000;19;9;0;0;0;5;1,13E+16;16;9;7;0;4;0;2;0;0;0;19;9;0;0;0;5;1,13E+16;16;9;7;0;4;0;2;0;0;1;0,82597;0,47009;0,02502;0,21898;0,00670;0,00482;0,00014;0,19378;-0,26040;-5,14645;-2,60563;-6,00788;0,01220;0,27439;0,26829;0,64634;0,03659;0,17073;0,13415;0,81707;0,06098;0,03659;0,00000;0,00000;0,87195;0,00000;1,81707;1,08537;0,03659;2,20732;0,00000;0,00000;0,23171;0,10976;0,03049;0,73781;0,25000;0,01220;0,00610;0,00000;0,79268;1;0,82597;0,47009;0,02502;0,21898;0,00670;0,00482;0,00014;0,19378;-0,26040;-5,14645;-2,60563;-6,00788;0,01220;0,27439;0,26829;0,64634;0,03659;0,17073;0,13415;0,81707;0,06098;0,03659;0,00000;0,00000;0,87195;0,00000;1,81707;1,08537;0,03659;2,20732;0,00000;0,00000;0,23171;0,10976;0,03049;0,73780;0,25000;0,01220;0,00610;0,00000;0,79268;1;82;0,063387;116282538
PP16;1;N;20121015T141300000;23;14;1;0;0;4;1,75E+15;14;5;9;0;4;1;4;6;1;0;23;14;1;0;0;4;1,75E+15;14;5;9;0;4;1;4;6;1;1;0,84109;0,52537;0,04941;0,14107;0,04720;0,00282;0,00016;0,03952;-0,12158;-9,07618;-4,34814;-3,69206;0,02000;0,22000;0,08000;0,18000;0,18667;0,13333;0,14000;0,75333;0,10000;0,02667;0,00000;0,15333;0,39333;0,00667;1,19333;0,18000;0,12667;1,40667;0,00000;0,00000;0,13333;0,42000;0,08667;0,11333;0,52667;0,04000;0,00000;0,00000;0,59333;1;0,84109;0,52537;0,04941;0,14107;0,04720;0,00282;0,00016;0,03952;-0,12158;-9,07618;-4,34814;-3,69206;0,02000;0,22000;0,08000;0,18000;0,18667;0,13333;0,14000;0,75333;0,10000;0,02667;0,00000;0,15333;0,39333;0,00667;1,19333;0,18000;0,12667;1,40667;0,00000;0,00000;0,13333;0,42000;0,08667;0,11333;0,52667;0,04000;0,00000;0,00000;0,59333;1;82;0,074313;125564718
PP16;1;N;20121015T141800000;7;2;0;0;3;1;4,46E+15;106;65;41;0;22;0;16;0;0;0;7;2;0;0;3;1;4,46E+15;106;65;41;0;22;0;16;0;0;1;0,85345;0,76938;0,01340;0,08239;0,01209;0,00823;0,00059;0,00497;-0,07115;-10,85925;-5,89434;-5,30145;0,21495;0,20094;0,34112;0,31776;0,04673;0,24766;0,08411;0,68224;0,15421;0,03271;0,00000;0,00467;1,17757;0,26168;0,34579;0,09346;0,08411;0,22430;0,00935;0,00000;0,32710;0,45327;0,07009;0,21028;0,00000;0,35514;0,04206;0,00000;0,71495;1;0,85345;0,76938;0,01340;0,08239;0,01209;0,00823;0,00059;0,00497;-0,07115;-10,85925;-5,89434;-5,30145;0,21495;0,20093;0,34112;0,31776;0,04673;0,24766;0,08411;0,68224;0,15421;0,03271;0,00000;0,00467;1,17757;0,26168;0,34579;0,09346;0,08411;0,22430;0,00935;0,00000;0,32710;0,45327;0,07009;0,21028;0,00000;0,35514;0,04206;0,00000;0,71495;1;82;0,074568;126103414
PP12;1;N;20121009T154800000;12;6;0;0;0;3;9,36E+15;146;96;50;1;14;0;27;0;0;0;12;6;0;0;0;3;9,36E+15;146;96;50;1;14;0;27;0;0;1;0,87807;0,25398;0,20745;0,08212;0,01287;0,03551;0,00052;0,00643;0,12036;-3,95950;-6,23294;-5,31221;0,37500;0,77083;0,65000;0,61250;0,02917;0,02500;0,00000;0,37917;0,24583;0,00000;0,07083;0,02500;0,00833;0,04583;0,00000;0,00000;0,00000;0,00000;0,03750;0,00000;0,00000;0,02917;0,00000;0,00000;0,00000;0,67500;0,00000;0,00000;2,57917;1;0,87807;0,25398;0,20745;0,08212;0,01287;0,03551;0,00052;0,00643;0,12036;-3,95950;-6,23294;-5,31221;0,37500;0,77083;0,65000;0,61250;0,02917;0,02500;0,00000;0,37917;0,24583;0,00000;0,07083;0,02500;0,00833;0,04583;0,00000;0,00000;0,00000;0,00000;0,03750;0,00000;0,00000;0,02917;0,00000;0,00000;0,00000;0,67500;0,00000;0,00000;2,57917;1;82;0,03008;329107476
PP19;2;I;20121019T154200000;0;0;0;0;0;0;0;127;56;71;0;39;0;13;0;0;0;0;0;0;0;0;0;0;127;56;71;0;39;0;13;0;0;2;0,88561;0,64271;0,01059;0,13082;0,02583;0,01481;0,00013;0,02904;-0,14152;-7,08516;-10,22922;-0,24858;0,63592;0,15534;0,17961;0,13107;0,11651;0,08738;0,00485;0,38835;0,50485;0,00485;1,16019;0,07767;1,03884;0,00000;0,01456;0,47087;0,54854;0,35922;0,00000;0,11651;1,33495;0,00000;0,00000;0,00485;0,00000;1,59709;0,04854;0,04369;0,95146;2;0,88561;0,64271;0,01059;0,13082;0,02582;0,01481;0,00013;0,02904;-0,14152;-7,08516;-10,22922;-0,24858;0,63592;0,15534;0,17961;0,13107;0,11650;0,08738;0,00485;0,38835;0,50485;0,00485;1,16019;0,07767;1,03883;0,00000;0,01456;0,47087;0,54854;0,35922;0,00000;0,11650;1,33495;0,00000;0,00000;0,00485;0,00000;1,59709;0,04854;0,04369;0,95146;2;82;0,043671;203553194
PP12;1;N;20121009T153100000;26;14;0;0;0;6;1,77E+16;48;12;36;9;11;0;5;0;0;0;26;14;0;0;0;6;1,77E+16;48;12;36;9;11;0;5;0;0;1;0,88859;0,46124;0,18532;0,03011;0,02272;0,07456;0,00002;0,00888;0,13761;-6,43656;-9,23376;-2,90785;0,30000;0,45833;0,45000;0,35000;0,29583;0,01250;0,00000;0,60833;0,21667;0,01667;0,12083;0,74167;0,00833;0,00000;0,00000;0,02500;0,02917;0,00000;0,00000;0,00000;0,00000;0,46667;0,00000;0,00000;0,00000;0,52917;0,00000;0,03333;1,60417;1;0,88859;0,46124;0,18532;0,03011;0,02272;0,07456;0,00002;0,00887;0,13761;-6,43656;-9,23376;-2,90785;0,30000;0,45833;0,45000;0,35000;0,29583;0,01250;0,00000;0,60833;0,21667;0,01667;0,12083;0,74167;0,00833;0,00000;0,00000;0,02500;0,02917;0,00000;0,00000;0,00000;0,00000;0,46667;0,00000;0,00000;0,00000;0,52917;0,00000;0,03333;1,60417;1;82;0,022707;193261171
PP12;1;N;20121009T151900000;14;9;0;0;0;2;9,15E+14;142;85;57;0;34;0;18;0;0;0;14;9;0;0;0;2;9,15E+14;142;85;57;0;34;0;18;0;0;1;0,89040;0,34545;0,15560;0,04192;0,00517;0,12507;0,00227;0,00238;0,11155;-6,39586;-8,95826;-3,50880;0,51250;0,51250;0,51250;0,33750;0,43750;0,09167;0,00000;0,55833;0,27500;0,00000;0,46250;0,26250;0,06667;0,39583;0,00417;0,00000;0,00000;0,00000;0,01250;0,00000;0,00417;0,48750;0,00417;0,00000;0,00000;1,25417;0,00000;0,00000;2,05417;1;0,89040;0,34545;0,15560;0,04192;0,00517;0,12507;0,00227;0,00237;0,11155;-6,39586;-8,95825;-3,50880;0,51250;0,51250;0,51250;0,33750;0,43750;0,09167;0,00000;0,55833;0,27500;0,00000;0,46250;0,26250;0,06667;0,39583;0,00417;0,00000;0,00000;0,00000;0,01250;0,00000;0,00417;0,48750;0,00417;0,00000;0,00000;1,25417;0,00000;0,00000;2,05417;1;82;0,02567;149454918
PP18;1;N;20121019T094300000;20;12;3;0;3;1;1,24E+15;17;0;17;0;1;5;1;16;11;0;20;12;3;0;3;1;1,24E+15;17;0;17;0;1;5;1;16;11;1;0,89130;0,92224;0,01370;0,00077;0,04764;0,00296;0,00019;0,00199;-0,03394;-28,48323;-12,82920;1,85593;0,00418;0,00418;0,00837;0,02092;0,03766;0,10042;0,00000;0,43933;0,51883;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,10879;0,00000;0,00418;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00418;0,00000;0,00000;0,01255;1;0,89130;0,92224;0,01370;0,00077;0,04764;0,00296;0,00019;0,00199;-0,03394;-28,48323;-12,82920;1,85593;0,00418;0,00418;0,00837;0,02092;0,03766;0,10042;0,00000;0,43933;0,51883;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,10879;0,00000;0,00418;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00418;0,00000;0,00000;0,01255;1;82;0,019159;287931209
PP14;1;N;20121010T132800000;16;8;0;0;0;4;7,22E+15;101;31;70;8;33;1;12;5;0;0;16;8;0;0;0;4;7,22E+15;101;31;70;8;33;1;12;5;0;1;0,89355;0,84159;0,00423;0,01812;0,04955;0,06247;0,00010;0,03966;-0,06775;-9,35934;-5,38156;-1,99990;0,24309;0,08287;0,07735;0,63536;0,00000;0,39779;0,00000;0,64641;0,11050;0,01105;0,00000;0,00000;0,54696;0,14365;0,10497;0,92818;0,97238;0,31492;0,00000;0,05525;0,34807;1,11050;0,13260;0,13260;0,00000;0,61879;0,55801;0,00000;0,20442;1;0,89355;0,84159;0,00423;0,01812;0,04955;0,06247;0,00010;0,03966;-0,06775;-9,35934;-5,38156;-1,99990;0,24309;0,08287;0,07735;0,63536;0,00000;0,39779;0,00000;0,64641;0,11050;0,01105;0,00000;0,00000;0,54696;0,14365;0,10497;0,92818;0,97238;0,31492;0,00000;0,05525;0,34807;1,11050;0,13260;0,13260;0,00000;0,61878;0,55801;0,00000;0,20442;1;82;0,022693;98958792
PP19;2;I;20121019T152000000;5;4;0;0;1;0;1,80E+15;0;0;0;0;0;0;0;0;5;0;5;4;0;0;1;0;1,80E+15;0;0;0;0;0;0;0;0;5;2;0,90687;0,59087;0,00616;0,07255;0,00433;0,01392;0,00089;0,10085;-0,14559;-18,83351;-2,48647;-1,07393;0,39706;0,31373;0,10294;0,04412;0,50490;0,28922;0,03431;0,78922;0,00490;0,08333;0,31373;0,38726;0,49510;0,00000;0,00000;0,34314;0,64216;0,67157;0,00000;0,01961;0,16667;0,03922;0,00490;1,17157;0,00000;1,27451;0,01471;0,03922;0,66667;2;0,90687;0,59087;0,00616;0,07255;0,00433;0,01392;0,00089;0,10085;-0,14559;-18,83351;-2,48647;-1,07393;0,39706;0,31373;0,10294;0,04412;0,50490;0,28922;0,03431;0,78922;0,00490;0,08333;0,31373;0,38725;0,49510;0,00000;0,00000;0,34314;0,64216;0,67157;0,00000;0,01961;0,16667;0,03922;0,00490;1,17157;0,00000;1,27451;0,01471;0,03922;0,66667;2;82;0,044566;135232785
PP12;1;N;20121009T151700000;6;6;0;0;0;0;4,12E+15;99;66;33;1;9;0;17;0;0;0;6;6;0;0;0;0;4,12E+15;99;66;33;1;9;0;17;0;0;1;0,90719;0,47758;0,21363;0,09652;0,01402;0,12133;0,00087;0,00996;0,11311;-1,53331;-6,80580;-3,49715;0,60170;0,65678;0,61864;0,50000;0,22034;0,02542;0,00000;0,50848;0,20339;0,07627;0,05509;0,33475;0,00000;0,13559;0,05509;0,04237;0,00000;0,00000;0,00000;0,00000;0,00000;0,09746;0,00848;0,01695;0,00000;1,44915;0,00000;0,00000;2,30932;1;0,90719;0,47758;0,21363;0,09652;0,01402;0,12133;0,00087;0,00996;0,11311;-1,53331;-6,80580;-3,49715;0,60169;0,65678;0,61864;0,50000;0,22034;0,02542;0,00000;0,50847;0,20339;0,07627;0,05508;0,33475;0,00000;0,13559;0,05508;0,04237;0,00000;0,00000;0,00000;0,00000;0,00000;0,09746;0,00847;0,01695;0,00000;1,44915;0,00000;0,00000;2,30932;1;82;0,028708;13571752
PP12;1;N;20121009T152600000;25;15;0;0;0;5;8,98E+15;36;14;22;1;6;3;4;0;0;0;25;15;0;0;0;5;8,98E+15;36;14;22;1;6;3;4;0;0;1;0,90788;0,44620;0,06946;0,12964;0,02192;0,15205;0,02598;0,00901;-0,06966;-0,74497;-5,23975;-2,35112;0,35417;0,52917;0,38333;0,47917;0,20833;0,02500;0,00000;0,60000;0,11667;0,06250;0,53333;0,62500;0,00417;0,28750;0,01667;0,00833;0,05000;0,00000;0,00000;0,00000;0,00000;0,08750;0,00000;0,00000;0,00000;1,11667;0,07917;0,00000;1,50417;1;0,90788;0,44620;0,06946;0,12964;0,02192;0,15205;0,02598;0,00901;-0,06966;-0,74497;-5,23975;-2,35112;0,35417;0,52917;0,38333;0,47917;0,20833;0,02500;0,00000;0,60000;0,11667;0,06250;0,53333;0,62500;0,00417;0,28750;0,01667;0,00833;0,05000;0,00000;0,00000;0,00000;0,00000;0,08750;0,00000;0,00000;0,00000;1,11667;0,07917;0,00000;1,50417;1;82;0,021399;209820653
PP14;1;N;20121010T134000000;28;12;0;0;14;1;1,80E+16;117;78;39;0;8;0;14;5;10;0;28;12;0;0;14;1;1,80E+16;117;78;39;0;8;0;14;5;10;1;0,90800;0,66587;0,00080;0,03068;0,05288;0,01303;0,00002;0,12477;-0,14558;-8,13724;-6,83921;-1,32438;0,02727;0,05455;0,03636;0,49091;0,00909;0,41818;0,00000;0,55455;0,28182;0,00000;0,00000;0,09091;0,80000;0,02727;0,00000;2,28182;0,71818;0,01818;0,00000;0,09091;1,52727;1,80909;0,00000;0,39091;0,00909;0,02727;0,03636;0,02727;0,17273;1;0,90800;0,66586;0,00080;0,03068;0,05288;0,01302;0,00002;0,12477;-0,14558;-8,13724;-6,83921;-1,32438;0,02727;0,05455;0,03636;0,49091;0,00909;0,41818;0,00000;0,55455;0,28182;0,00000;0,00000;0,09091;0,80000;0,02727;0,00000;2,28182;0,71818;0,01818;0,00000;0,09091;1,52727;1,80909;0,00000;0,39091;0,00909;0,02727;0,03636;0,02727;0,17273;1;82;0,027608;105498094
PP14;2;I;20121010T144700000;2;0;0;0;2;0;1,43E+16;218;111;107;16;52;0;24;9;0;0;2;0;0;0;2;0;1,43E+16;218;111;107;16;52;0;24;9;0;2;0,90898;0,83570;0,00247;0,04529;0,03723;0,01739;0,00008;0,02276;-0,06591;-12,29010;3,66283;4,21118;0,00000;0,10833;0,05833;0,16250;0,01250;0,26667;0,00000;0,81250;0,03333;0,01250;0,00417;0,00000;0,15417;0,00000;0,00000;1,75000;0,41667;0,00000;0,00000;0,00417;0,25833;0,25000;0,02917;1,65417;0,00417;0,00000;0,00000;0,00000;0,28750;2;0,90898;0,83570;0,00247;0,04529;0,03723;0,01739;0,00008;0,02276;-0,06591;-12,29010;3,66283;4,21118;0,00000;0,10833;0,05833;0,16250;0,01250;0,26667;0,00000;0,81250;0,03333;0,01250;0,00417;0,00000;0,15417;0,00000;0,00000;1,75000;0,41667;0,00000;0,00000;0,00417;0,25833;0,25000;0,02917;1,65417;0,00417;0,00000;0,00000;0,00000;0,28750;2;82;0,030402;131988397
PP12;1;N;20121009T152000000;12;6;0;0;0;3;9,55E+15;126;75;51;1;35;0;11;0;0;0;12;6;0;0;0;3;9,55E+15;126;75;51;1;35;0;11;0;0;1;0,90977;0,39368;0,07023;0,09104;0,00932;0,18051;0,01381;0,01087;-0,02243;-3,81885;-7,23253;-3,36916;0,41453;0,47863;0,39316;0,31624;0,26068;0,02137;0,00000;0,59402;0,17094;0,02992;0,71795;0,51709;0,02137;0,51282;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00855;0,00000;0,00855;0,00000;0,00000;0,88462;0,00000;0,00000;1,78633;1;0,90977;0,39368;0,07022;0,09104;0,00932;0,18051;0,01381;0,01087;-0,02243;-3,81884;-7,23253;-3,36916;0,41453;0,47863;0,39316;0,31624;0,26068;0,02137;0,00000;0,59402;0,17094;0,02991;0,71795;0,51709;0,02137;0,51282;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00855;0,00000;0,00855;0,00000;0,00000;0,88462;0,00000;0,00000;1,78632;1;82;0,029187;183156798
PP14;1;N;20121010T134400000;41;14;0;0;5;11;3,20E+16;62;36;26;1;6;1;8;3;3;0;41;14;0;0;5;11;3,20E+16;62;36;26;1;6;1;8;3;3;1;0,91541;0,62703;0,00014;0,04711;0,02424;0,01698;0,00001;0,02614;-0,06311;-5,53952;-11,96161;-2,09983;0,05357;0,00000;0,00000;0,16071;0,01786;0,64286;0,00000;0,26786;0,69643;0,00000;0,00000;0,21429;0,57143;0,00000;0,00000;2,58929;0,17857;0,00000;0,00000;0,00000;2,67857;0,78571;0,03571;0,91071;0,07143;0,05357;0,17857;0,00000;0,00000;1;0,91541;0,62703;0,00014;0,04711;0,02424;0,01698;0,00001;0,02614;-0,06311;-5,53952;-11,96161;-2,09983;0,05357;0,00000;0,00000;0,16071;0,01786;0,64286;0,00000;0,26786;0,69643;0,00000;0,00000;0,21429;0,57143;0,00000;0,00000;2,58929;0,17857;0,00000;0,00000;0,00000;2,67857;0,78571;0,03571;0,91071;0,07143;0,05357;0,17857;0,00000;0,00000;1;82;0,032797;104493366
